loss,accuracy,val_loss,val_accuracy,lr
0.4096445143222809,0.8636466860771179,0.41966262459754944,0.8607825040817261,0.001
0.4048173427581787,0.8652401566505432,0.4171949028968811,0.8653321266174316,0.001
0.3988412618637085,0.8688822984695435,0.4119652509689331,0.8671519756317139,0.001
0.39706286787986755,0.8663783073425293,0.4277931749820709,0.8598726391792297,0.001
0.39946940541267395,0.8661506772041321,0.4072645902633667,0.8607825040817261,0.001
0.3956989347934723,0.8681994080543518,0.4064977169036865,0.8662420511245728,0.001
0.389971524477005,0.868427038192749,0.4058665931224823,0.8598726391792297,0.001
0.3966214060783386,0.861598014831543,0.405852347612381,0.8616924285888672,0.001
0.38885167241096497,0.8688822984695435,0.4138345420360565,0.8616924285888672,0.001
0.3917471468448639,0.8672888875007629,0.40356355905532837,0.8626023530960083,0.001
0.3894015848636627,0.8666059374809265,0.3986157178878784,0.8580527901649475,0.001
0.38536348938941956,0.8670612573623657,0.40232688188552856,0.8671519756317139,0.001
0.38298651576042175,0.8693375587463379,0.39688369631767273,0.8580527901649475,0.001
0.3837240934371948,0.8643296360969543,0.4047636389732361,0.8562329411506653,0.001
0.38971665501594543,0.8638743162155151,0.39925840497016907,0.8671519756317139,0.001
0.3875550329685211,0.8636466860771179,0.40090006589889526,0.8535031676292419,0.001
0.39489272236824036,0.8618256449699402,0.3982142508029938,0.8562329411506653,0.001
0.3850041329860687,0.8656954169273376,0.4020444452762604,0.8626023530960083,0.001
0.38206544518470764,0.8654677867889404,0.39189955592155457,0.8616924285888672,0.0005
0.3706228733062744,0.8702481389045715,0.38757872581481934,0.8626023530960083,0.0005
0.37125372886657715,0.8656954169273376,0.3813510835170746,0.8644222021102905,0.0005
0.370030015707016,0.8670612573623657,0.38627132773399353,0.8635122776031494,0.0005
0.36870408058166504,0.8661506772041321,0.38615378737449646,0.8626023530960083,0.0005
0.36714139580726624,0.8654677867889404,0.3857995867729187,0.8653321266174316,0.0005
0.3611106872558594,0.8693375587463379,0.38154977560043335,0.8616924285888672,0.0005
0.368619441986084,0.8663783073425293,0.3826287090778351,0.868061900138855,0.0005
0.3611324429512024,0.8700205087661743,0.37718665599823,0.8626023530960083,0.00025
0.35822945833206177,0.8693375587463379,0.37618470191955566,0.8626023530960083,0.00025
0.35224083065986633,0.8697928786277771,0.37303364276885986,0.8653321266174316,0.00025
0.34840571880340576,0.8697928786277771,0.3765602111816406,0.8626023530960083,0.00025
0.35286760330200195,0.8713862895965576,0.3694082498550415,0.8635122776031494,0.00025
0.3417641520500183,0.8761666417121887,0.37056684494018555,0.8662420511245728,0.00025
0.35328495502471924,0.8656954169273376,0.37034887075424194,0.8671519756317139,0.00025
0.34645509719848633,0.8704757690429688,0.368375301361084,0.8644222021102905,0.00025
0.348074346780777,0.8702481389045715,0.37045997381210327,0.8616924285888672,0.00025
0.3511318564414978,0.8702481389045715,0.36765509843826294,0.8671519756317139,0.00025
0.3457651436328888,0.870703399181366,0.36585134267807007,0.8644222021102905,0.00025
0.34866002202033997,0.8686546683311462,0.3647938668727875,0.8607825040817261,0.00025
0.3451136648654938,0.8732073903083801,0.36621302366256714,0.8653321266174316,0.00025
0.3453543484210968,0.8711586594581604,0.37000393867492676,0.8644222021102905,0.00025
0.3457416892051697,0.8697928786277771,0.37175601720809937,0.8662420511245728,0.00025
0.3456227779388428,0.8720691800117493,0.3685981333255768,0.868061900138855,0.00025
0.34838998317718506,0.8693375587463379,0.36720195412635803,0.8607825040817261,0.00025
0.3428114950656891,0.8693375587463379,0.3669658899307251,0.8662420511245728,0.000125
0.34531059861183167,0.8720691800117493,0.364994615316391,0.8653321266174316,0.000125
0.3398497402667999,0.8729797601699829,0.3646799325942993,0.8635122776031494,0.000125
0.34023958444595337,0.8736626505851746,0.3642280101776123,0.8653321266174316,0.000125
0.3379848003387451,0.8722968101501465,0.3619382083415985,0.8671519756317139,0.000125
0.3414140045642853,0.8695651888847351,0.3598894774913788,0.8653321266174316,0.000125
0.33940839767456055,0.8732073903083801,0.3596051037311554,0.8635122776031494,0.000125
0.3388845920562744,0.8725244998931885,0.36153990030288696,0.8626023530960083,0.000125
0.33552196621894836,0.8693375587463379,0.3605157136917114,0.8635122776031494,0.000125
0.334035724401474,0.8679717779159546,0.3605305850505829,0.8635122776031494,0.000125
0.3348832130432129,0.8709310293197632,0.36072081327438354,0.8644222021102905,0.000125
0.336321622133255,0.8727521300315857,0.3605911433696747,0.8644222021102905,0.000125
0.3314230442047119,0.8734350204467773,0.3586827516555786,0.8635122776031494,6.25e-05
0.331814706325531,0.8709310293197632,0.3589309751987457,0.8671519756317139,6.25e-05
0.33140885829925537,0.8743455410003662,0.35948261618614197,0.8662420511245728,6.25e-05
0.33328890800476074,0.8729797601699829,0.3582831621170044,0.8644222021102905,6.25e-05
0.3294571042060852,0.8759390115737915,0.35895562171936035,0.8644222021102905,6.25e-05
0.33012038469314575,0.8704757690429688,0.3574267029762268,0.8635122776031494,6.25e-05
0.3312748968601227,0.8736626505851746,0.35920360684394836,0.8635122776031494,6.25e-05
0.33471226692199707,0.8702481389045715,0.3589770495891571,0.8635122776031494,6.25e-05
0.3299654722213745,0.8750284314155579,0.3572053015232086,0.8644222021102905,6.25e-05
0.32971101999282837,0.8725244998931885,0.3576033115386963,0.8635122776031494,6.25e-05
0.32826974987983704,0.8732073903083801,0.3574729561805725,0.8635122776031494,6.25e-05
0.33409684896469116,0.8713862895965576,0.35513606667518616,0.8635122776031494,6.25e-05
0.33437854051589966,0.8734350204467773,0.35604149103164673,0.8644222021102905,6.25e-05
0.3363964855670929,0.8668336272239685,0.3561279773712158,0.8626023530960083,6.25e-05
0.332105427980423,0.8736626505851746,0.35659557580947876,0.8635122776031494,6.25e-05
0.32908114790916443,0.8759390115737915,0.35681936144828796,0.8635122776031494,6.25e-05
0.3311222493648529,0.8748008012771606,0.35681742429733276,0.868061900138855,6.25e-05
0.32717350125312805,0.8709310293197632,0.35644689202308655,0.8662420511245728,3.125e-05
